SMILES,IZ
COc1ccc(C2NC(=O)NC(/C=C/c3ccc(O)c(OC)c3)=C2C(=O)/C=C/c2ccc(O)c(OC)c2)cc1,23
COc1cc2nc(Sc3sc(N)nc3C)n(-c3ccc(Cl)cc3)c(=O)c2cc1OC,8
O=C(O)c1ccc(NC(CC(=O)c2cc3ccccc3o2)c2ccc(Cl)cc2)cc1,7
Cc1ccc(-n2c(Sc3sc(N)nc3C)nc3ccc(Cl)cc3c2=O)cc1,8
COc1cc(/C=C(/NC(=O)c2ccccc2)C(=O)NC(CS)C(=O)N(C(=O)NC2CCCCC2)C2CCCCC2)ccc1O,20.8
Cc1nc(N)sc1C(=O)Nc1ccc(F)cc1,13
COc1ccc(-c2cn3nc(-c4ccc(NCC5CCCO5)c([N+](=O)[O-])c4)sc3n2)cc1,13
C/C(=N\N=C1\N=C2N=c3ccccc3=NC2S1)c1[nH]c(-c2ccccc2)nc1C,4
CCCCNC(=S)Nc1ccc(C(=O)NCC(=O)O)cc1,22
N=C(N)NS(=O)(=O)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1,18
COc1ccc(C2CC(c3ccc(Nc4cc(=O)oc5ccccc45)cc3)=NN2C(C)=O)cc1OC,20
Cc1nn(C(=O)c2ccc(F)cc2)c2c1nnc1cc(Cl)c(F)cc12,10.94
O=C1/C(=N\N2C(=S)NNC2CCc2ccccc2)c2cc(Br)ccc2N1CN1CCCCC1,22
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,0
N#C/C(=N\Nc1ccc(I)cc1)c1nnn[nH]1,9
CC(=O)c1cc(C2C(=O)N(c3ccccc3)NC2C)oc1C,18
CC1(C)CC(=O)C2=C(C1)Nc1nc(NN)[nH]c(=O)c1C2c1ccc([N+](=O)[O-])cc1,15
Cc1cc(=O)oc2cc(OCCCCCCN=[N+]=[N-])ccc12,13
O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)N/N=C/c1ccc(O)cc1O,23
CC(C)(C)OC(=O)N1CCN(c2ccc(N3C[C@H](COC(=O)N4OC5C=CC4CC5)OC3=O)cc2F)CC1,0
COc1ccc(/C=C(/NC(=O)c2ccccc2)C(=O)NCC(=O)N(C(=O)NC2CCCCC2)C2CCCCC2)cc1,10.3
Cc1nnc2n(c1=O)NP(=O)(c1ccccc1)S2,23
CC(NC(C)C(O)c1ccccc1)c1ccccc1,16
Cc1ccc(N/N=C(\C(=O)c2ccc(Cl)cc2)c2nc(C)cc(=O)[nH]2)cc1,0
N#Cc1ccccc1C(C#N)/N=N/c1ccc(Cl)cc1,35
Oc1ccc(-c2nnc(Cc3nnc(-c4ccc(O)cc4)o3)o2)cc1,1
Cc1n(C)c(I)c(I)[n+]1CC(=O)c1ccccc1,9
COc1ccc(C2=Nn3c(nnc3-c3cc(Cl)cc(Cl)c3Cl)SC2)cc1,16
O=C(NCCc1ccccc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,10
Cc1ccc(C)n1-c1[nH]nc(N2CCCC2)c1C#N,6
COC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)c1cc(-c2nc3cc(C)c(C)cc3[nH]2)ccc1O,22
O=C(NC(=S)Nc1ccccc1[N+](=O)[O-])c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,4
OC(COc1ccccc1/C=N\N1C(=S)NNC1c1cccnc1)COc1ccccc1/C=N\N1C(=S)NNC1c1cccnc1,0
CCCCCN(CCCCC)CC(=O)Nn1c(S)nnc1-c1ccc(OC)cc1,8.1
O=C(N/N=C(/C=C/c1ccccc1)c1ccccc1)c1ccncc1,8.5
COc1ccc(Br)c(C2NNC(=S)N2N)c1,11
N#CC1C(=N)N2C(NC(=O)C3C(c4ccc(Cl)cc4)CSC32)C(C#N)C1c1cccs1,10.6
Cc1ccc2nc(Sc3sc(N)nc3C)n(Cc3ccccc3)c(=O)c2c1,8
COc1ccccc1-c1cccc(-c2nnc(SCCCCF)o2)c1,15
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)cc4Cl)o3)c(=O)n2C1c1ccc(SC)cc1,23
CN1C(N2CCN(C(=O)N/N=C/c3ccc([N+](=O)[O-])s3)CC2)=NS(=O)(=O)c2ccccc21,10
N#Cc1c(-c2ccccc2)nc(SCc2ccc(F)cc2)[nH]c1=O,14
O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1)c1cn(CCO)c2c(cc(Cl)c3ncccc32)c1=O,9
COc1ccc(-n2c(Sc3nnc(N)s3)nc3ccc(Cl)cc3c2=O)cc1,8
O=C(Cn1cc(COC(Cc2cn(CC(=O)c3ccc(F)cc3)nn2)c2ccc(S(=O)(=O)c3ccccc3)cc2)nn1)c1ccc(F)cc1,15
S=c1n(CNc2cc(Cl)cc(Cl)c2)nc(C23CC4CC(CC(C4)C2)C3)n1-c1ccc(Cl)cc1,10
COc1ccc2c(c1)CCC1=C2N=c2s/c(=C\c3c[nH]c4ccc(Br)cc34)c(=O)n2C1c1cccc([N+](=O)[O-])c1,8
CC(C)c1cc2c(cc1O)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C=C2,7
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1c[nH]nc1-c1ccc(OC)cc1,7
Cc1ccc(-c2nn(Cc3nnc(S)n3-c3ccccc3)c(=O)n2/N=C/c2ccc(F)cc2)cc1,30
Sc1nnc(COC(Cn2nnc(-c3ccccc3)n2)c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,14
COC(=O)c1c(-c2ccccc2)nc2[nH]c(=S)[nH]c(=O)c2c1C(=O)OC,16
CC(/C=C/c1ccccc1)=N/Nc1nc(-c2ccccc2)cs1,8
Brc1ccc(C2=NN(c3ccccc3)C(c3ccc(Br)cc3)C2)cc1,22
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,6
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CN1C(=O)c2ccccc2C1=O,10
Fc1ccc(-c2cnc(NC3OCCc4ccccc43)s2)cc1,5
CCOC(=O)C1CCC(c2ccc(OC)c(OC)c2)=NO1,25.66
CCN1CCN(CC2SC(c3ccc(C(=O)O)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,22
Sc1nnc2n1CCN2c1ccc(Cl)cc1,0
C#CCn1cc(C(=O)NN)c(=O)c2ccc(C(F)(F)F)cc21,8
CC(Cc1cn(Cc2ccccc2)nn1)(OCc1cn(Cc2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,19
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4C(=O)c5cccc6cccc(c56)C4=O)CC3)cc21,10
CC1=NC(=S)N(n2c(CCl)nc3ccccc3c2=O)C(=O)C1/N=N/c1cccc(Cl)c1O,21.5
Cc1ccc(OCc2ccccc2-c2nnc(-c3cccc(Br)c3)o2)cc1,10
CCOc1ccc(NC(=S)Nc2ccc(-c3nc(Oc4cccc(C)c4)c4ccccc4n3)cc2)cc1,26
CCOC(=O)/C(C)=N/Nc1ccccc1,2.65
COc1ccc(C2CC(=NOC(=O)c3ccc(Cl)cc3)CC(c3ccc(OC)cc3)N2C)cc1,16
CSc1ccc(OCc2nnc3sc(-c4cccc(Cl)c4Cl)nn23)cc1,16
N#CC1CCCN(c2ncc(-c3cccc(F)c3)c3[nH]c(CSc4ccccc4)nc23)C1,11
Cc1c(CCCNC(=O)CCc2cn(C)c3ccc(Cl)cc23)c2cc(OC(F)(F)F)ccc2n1C,10
O=C(O)c1ccc([N+](=O)[O-])cc1Sc1nc2ccc(Cl)cc2c(=O)n1-c1ccccc1,8
CCCc1nnc2n1N=C1c3ccccc3CC1S2,18.6
COc1c(F)c(F)cc2c(=O)c(-c3nnc(Nc4ccccc4)s3)cn(C3CC3)c12,22
Cc1cc(=O)oc2cc(OCc3cn(CCCCCN4C(=O)c5ccccc5C4=O)nn3)ccc12,12.9
O=C1N(c2ccccc2)C(=O)C(c2ccccc2)(c2ccccc2)N1Cn1nnc2ccccc21,12
CCOc1c(/C=N\NC(=O)c2ccncc2)cccc1CN1CCCC1,20
CC([C@H]1CC[C@H]2C3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)C3CC[C@@]21C)N(C)C,5.5
Cc1cc(O)nc2cc(N)ccc12,11
CCCCCN(CCCCC)CC(=O)Nn1c(S)nnc1-c1ccc(C)cc1,9.17
O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl,19
Cc1cccc2c1OCCC(Cn1cc(-c3ccccc3)nn1)=C2Cl,11
Cc1cccc2c1OCCC(Cn1cc(COc3cccc4cccnc34)nn1)=C2Cl,18
N#CC1C(=S)N2CNNC2C2CCCCC12,0
c1ccc(CN2C(c3ccccc3)C3=C(NOC3c3ccccc3)C3CCCCC32)cc1,3
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,11
CSc1ccc(OCc2nnc3sc(Cc4ccccc4)nn23)cc1,16
O=C(/C=C/c1ccco1)c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1,6
COc1ccc(N2CCN(Cc3cn(-c4cc(C)nc5ccc(OC)cc45)nn3)CC2)cc1,14
O=C(c1ccc(F)cc1)[C@H]1[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]2[C@@H]2C=CC=NN21,16
O=C(c1ccncc1)N(/N=C/c1c[nH]nc1-c1cccc(Cl)c1)C(=O)c1ccc(CCl)cc1,20
O=C1C(Cl)C(c2cc3ccccc3nc2S)N1c1ccccc1Cl,22
CSc1ccc(Cc2nnc3sc(-c4ccc([N+](=O)[O-])cc4Cl)nn23)cc1,17
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)c1ccc(-c2nc3cc(C)c(C)cc3[nH]2)cc1,20
CC(C)CC1=NN(c2ccc(F)cc2)C(=O)C1Sc1ccccc1,20
Cc1cc(C)n(/N=C/c2cccs2)c(=O)c1C#N,14
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(I)c(-c2nc3cc(C)c(C)cc3[nH]2)c(I)c1,25
O=C1O[C@@H](COC(=O)N2OC3C=CC2CC3)CN1c1ccc(N2CC[S+]([O-])CC2)c(F)c1,10
N#Cc1c(F)c(Cl)c(Nc2ccc(Nc3ccccc3)c3c(=O)[nH]cnc23)c(C#N)c1F,9.5
COc1ccc(-n2c(-c3ccccc3)c(-c3ccccc3)c3cc4c(cc3c2=O)C(c2ccccc2)NC(=O)N4)cc1,6
NS(=O)(=O)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1,19
O=C(NNC(=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1)c1ccccc1,12
CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1,17
O=c1oc2ccccc2cc1-c1csc(N2N=C(c3ccc(F)cc3)C[C@@]2(O)C(F)(F)F)n1,7.87
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,4
O=c1[nH]c(=O)c2cc3cc(Br)ccc3nc2[nH]1,12
CN(/N=C/c1cccs1)S(=O)(=O)c1ccccc1,24
COc1ccc(Cc2nnc3sc(-c4cc(C)nc5ccccc45)nn23)cc1OC,16.05
CCOC(=O)C1C(c2ccc3c(c2)OCO3)N(N=O)C(c2ccc3c(c2)OCO3)C(C(=O)OCC)S1(=O)=O,12
CCOc1ccc(C(=O)NO)cc1,14
O=C1O[C@@H](COC(=O)N2OC3C=CC2CC3)CN1c1ccc(N2CCOCC2)c(F)c1,0
CCCCCCCC/[N+]([O-])=N/[C@@H](COC)C(N)=O,0
O=c1c2cc(Br)cc(Br)c2nc(-c2ccccc2)n1/N=C/c1ccccc1,19
Cc1ccc(-c2cn(CC3=C(Cl)c4cc(Cl)ccc4OCC3)nn2)cc1,12
COc1ccccc1N1CCN(Cn2nc(C34CC5CC(CC(C5)C3)C4)n(C)c2=S)CC1,10
Nc1nn2c(-c3cccs3)cc(-c3cccs3)nc2c1/N=N/c1ccccc1,9.3
Cc1cc(-c2ccccc2)n2nc(-n3nc(C)cc3-c3ccccc3)cc2n1,7.5
O=S(=O)(Nc1ncccn1)c1ccc(/N=C/c2cc(Br)ccc2O)cc1,12
CCCCCCCCCCCCO[C@H]1C[C@H](O)[C@@H](O)[C@H](C)O1,6.4
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,32
CSc1nc(-c2ccco2)c(C#N)c(=O)n1C,17
O=C(O)CNc1ccc2c(C(=O)O)cc(-c3ccccc3)nc2c1,4
C/C(=N\NC(=O)/C(C#N)=C\c1ccc(F)cc1)c1[nH]c(-c2ccccc2)nc1C,16
CC(=N\NC(=O)COc1ccc2ccccc2c1)/C(=N\Nc1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,26
O=C1CSC(c2cc3ccccc3nc2Cl)N1c1ccccc1[N+](=O)[O-],25
O=C(NNC(=S)NC12CC3CC(CC(C3)C1)C2)c1ccc(F)cc1,10
O=C(/C=C/c1ccc[nH]1)c1ccccc1,9
CN1CCN(CC#N)CC1,9
Cc1ccc(OCc2ccccc2-c2nn(CNc3cccc(C(F)(F)F)c3)c(=S)o2)cc1,16
N=c1sc(-c2ccc(F)cc2)nn1CC(=O)N1c2ccccc2Sc2ccccc21,12
Nc1c(C(=O)NNc2nc(-c3ccccc3)cs2)n[nH]c1-c1ccc(Cl)cc1,8
Oc1on[n+](-c2ccc(Cc3ccc(-[n+]4noc(O)c4CN4CCOCC4)cc3)cc2)c1CN1CCOCC1,21
Nc1[nH]nc2nc(-c3ccccc3)cc(-c3c(-c4ccccc4)[nH]c4ccccc34)c12,11
Cc1ccc(N)c(Nc2ccc([N+](=O)[O-])c3nc[nH]c(=O)c23)c1,16.8
O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCN(Cc4ccccc4)CC3)n2)o1,19
NC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc([N+](=O)[O-])cc1,15
CC(=O)NC[C@H]1CN(c2ccc(N3CCC4(CC3)C3CCC4N(C(=O)OC(C)(C)C)O3)c(F)c2)C(=O)O1,0
O=c1oc2ccccc2cc1-c1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Br)cc1,14
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCNC3CCN(c4c(F)cc5c(=O)c(C(=O)O)cn(C6CC6)c5c4Cl)C3)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,5
N#CC1=C(N)Oc2[nH]c(=O)[nH]c(=O)c2C1c1cccs1,18
C/C(=N\N=C1\NC(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2cc3ccccc3o2)S1)c1[nH]c(-c2ccccc2)nc1C,4
Fc1cc(-c2cc(-c3nnc(COc4ccc(Cl)cc4)o3)c3ccccc3n2)c(Cl)cc1Cl,32
O=c1oc2ccc(Br)cc2c2c1Nc1ccccc1N2,6
FC(F)(F)c1cccc2c(N3CCOCC3)c(-c3nnc(S)n3-c3ccccc3)cnc12,16
CC/C=C/C#C/C=C/C#CCCCC(=O)O,13
O=S(=O)(NCCO)c1ccccc1,0
Cc1c2ccc(N)cc2nc2cc(Nc3nc(/C=C/c4ccccc4)nc4sc5c(c34)CCCC5)ccc12,12
Cc1nc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)sc1C(=O)NN,19
Nn1c(SCC(=O)Nc2ccc(F)c(Cl)c2)nnc1-c1cc(F)c(Cl)cc1Cl,31
O=[N+]([O-])c1ccc(-c2nnc(C34CC5CC(CC(C5)C3)C4)o2)c(Cl)c1,10
Cc1ccc(C2=NOC(CCl)CC2)cc1,11.5
O=C1CSCC(=O)Nc2cccc(n2)NC(=O)CSCC(=O)Nc2cccc(n2)N1,16
C(=C/c1ccccc1)\C(=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1,8.5
Clc1cc(Cl)c(Cl)c(-c2nnc3sc(-c4ccncc4)nn23)c1,16
Cc1ccc(C2CC(c3ccccc3)=Cc3[nH]nc(O)c32)cc1,10
O=C(NO)c1ccc([N+](=O)[O-])cc1,13
COc1cc2ccc(=O)c3ccc4c5ccccc5oc1c4c23,3
O=C(N/N=C/c1ccccc1)c1cc(Cl)c[nH]1,14
COc1cc(/C=C/C(=O)c2ccccc2)ccc1OCc1nnc(COc2ccccc2)o1,24
O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCN(c4ncccn4)CC3)n2)o1,18
Cc1cccc(Cn2c(-c3ccc(-n4cncn4)cc3)nc3c(F)cc(F)cc32)c1,18
N#Cc1ccc(Cn2cc(C(=O)O)c(=O)c3cccc(C(F)(F)F)c32)cc1,8
Cc1cc(=O)oc2cc(OCCCCn3cc(CN4C(=O)c5ccccc5C4=O)nn3)ccc12,13.9
CC1CC(C)CN(c2nc(-c3ccc(NCC(=O)Nc4ccc(C#N)cc4)cc3)nc(N3CC(C)CC(C)C3)n2)C1,21
COc1ccc(C2SC(CN3CCN(c4ccccn4)CC3)C(=O)N2c2ccc(Nc3nc(Oc4ccc5c(C)cc(=O)oc5c4)nc(N(C)C)n3)cc2)cc1,18
COc1cc(C2CC(=NOC(=O)c3cccc(O)c3)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,5
O=C(NC(=S)Nc1cccc(Cl)c1)c1cn(CCO)c2c(cc(Cl)c3ncccc32)c1=O,9
O=C1c2ccccc2C(=O)N1OCCNc1nc(-c2ccccc2)c2c(n1)N1C(=O)C(c3ccccc3)(c3ccccc3)N=C1S2,14
COc1cc(/C=C/C(=O)N2CCN(c3ccccc3)CC2)cc2c1OCO2,13
Cc1csc(NNC(=O)c2[nH]nc(-c3ccc(Cl)cc3)c2N)n1,12
CC1(C)CC(=[N+]2CCCC2)C=CN1Cc1ccc(C(F)(F)F)cc1,0
COc1ccc(Br)c(-c2nnc3sc(-c4ccc(C)cc4)nn23)c1,11
Cc1ccc(-c2nnc(CSc3cc(C)nc(SCc4nnc(-c5ccc(C)cc5)o4)n3)o2)cc1,12
Cc1cc(-c2ccc(Br)cc2)n2nc(-n3nc(C)cc3-c3ccc(Br)cc3)cc2n1,8
O=C1CSC(c2cc3ccccc3nc2Cl)N1c1cccc(Cl)c1,23
CCCCc1nc(Cl)c(-c2cc(-c3ccccc3)nc3c2C(=O)c2ccccc2-3)n1Cc1ccccc1,10
Cc1cc(SCc2nnc(-c3ccc(Cl)cc3)s2)nc(SCc2nnc(-c3ccc(Cl)cc3)s2)n1,34
COc1ccc(C2C3=C(N=c4s/c(=C\c5c[nH]c6ccc(OC)cc56)c(=O)n42)c2ccc(OC)cc2CC3)cc1,8
O=C(NNC(=S)NC12CC3CC(CC(C3)C1)C2)c1cccs1,10
COc1cc(/C=C/C(=O)C(/N=N/c2ccc(S(N)(=O)=O)cc2)=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,9
C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(=O)Nc1ncccn1,0
O=C(CSc1nnc(Cn2cnc3ccccc32)o1)Nc1ccc(Br)cc1,26
Nc1nc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)cc(-c2ccc(Cl)cc2Cl)n1,22
Cc1cc(Nc2nc3ccccc3[nH]2)nc(SCc2nc3ccccc3[nH]2)n1,21
O=C(NN1C(=O)C=CC1=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,11
COc1cccc(N2CCN(CC#CCOC(=O)c3sc4ncnc(N5CCOCC5)c4c3C)CC2)c1,14
COc1ccc(/C=N/N=c2\scc(-c3cc(O)ccc3O)n2-c2ccc(Cl)cc2)cc1O,14
CCOC(=O)c1cc(-c2ccccc2)nc2[nH]c(=S)[nH]c(=O)c12,11
CC(C)Nc1nc(Nc2ccc(C#N)cc2)nc(Oc2cc(=O)n(C)c3ccccc23)n1,5
COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3ccc(-c4c(C)cccc4[N+](=O)[O-])o3)C2)cc1OC,11
Cn1c(N2NC3OC(=O)CC(=O)C3C2=O)nc(-c2ccccc2)c(C#N)c1=O,19
Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3cn(CCO)c4c(cc(O)c5ncccc54)c3=O)cc2)c1,11
COc1ccc(/C=C/C(=O)c2ccc(Nc3cc(=O)oc4ccccc34)cc2)cc1OC,18
C[C@H]1CC[C@@H](C(C)(C)O)C(=O)C2=C1CC[C@@H]2C,13
Cc1ccccc1Nc1ccc(Nc2c(Cl)c(Cl)c(C#N)c(Cl)c2C#N)c2nc[nH]c(=O)c12,9
O=C(/C=C/c1ccc(F)cc1)c1cccc([N+](=O)[O-])c1,0
O=C(NN1C(=O)CCC1=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,11
COc1ccc2nc(NC(=O)CNc3ccc(-c4nc(N5CC(C)CC(C)C5)nc(N5CC(C)CC(C)C5)n4)cc3)sc2c1,20
Cc1ccccc1OCc1ccccc1-c1nc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cs1,24
N#Cc1cc(-c2ccccc2)nc2[nH]c(=S)[nH]c(=O)c12,11
COc1ccc(C2SCCC(=O)N2CCCNc2ccnc3cc(Cl)ccc23)cc1,24.06
O=c1cc(OCc2nc(-c3ccc(Br)cc3)n[nH]2)c2ccccc2o1,10
CS(=O)(=O)c1ccc(OCc2nnc3n2N=C(c2ccc(Cl)cc2)CS3)cc1,10
O=C(O)C(Cc1ccccc1)n1c(/C=C/c2ccccc2)nc2sc3c(c2c1=O)CCCC3,14
Cc1nc(NC(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)sc1C(=O)O,10
COc1ccc(Br)c(-c2nnc3sc(-c4ccc(I)cc4I)nn23)c1,11
CCOC(=O)Cc1nnc2c(Cc3ccccc3)nc3ccccc3n12,14
CCOc1ccc2nc(NCc3c(O)on[n+]3-c3ccc(OC)cc3)sc2c1,13
Cc1cc(=O)[nH]c2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc12,9
CSc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)cc1,10
C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(=O)Nc1cnccn1,0
Cc1ccc(Nc2c(Cl)c(Cl)c(C#N)c(Cl)c2C#N)c(Nc2ccc([N+](=O)[O-])c3nc[nH]c(=O)c23)c1,9.5
O=C(c1ccncc1)N(/N=C/c1c[nH]nc1-c1ccc(Cl)cc1)C(=O)c1ccc([N+](=O)[O-])cc1,17
CC(=S)NNC(=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,14
N#Cc1c(-c2ccccc2)cc(-c2ccc[nH]2)c([N+](=O)[O-])c1N,16
Cc1cc(C)n(N)c(=O)c1C#N,21.4
CCC(C)NC(C)C(O)c1ccccc1,10
COc1cc2nc(Sc3cc([N+](=O)[O-])ccc3C(=O)O)n(Cc3ccccc3)c(=O)c2cc1OC,8
O=c1c(Cc2ccc(Cl)cc2Cl)nnc2scc(-c3ccc(Cl)cc3)n12,32
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,5
C=C1C(=O)[C@@]23CC[C@H](C(=C)C)[C@@](C)(CCC(=O)OCc4ccccc4)[C@@H]2CC[C@@H]1C3,15
Cc1ccccc1OCc1ccccc1-c1nnc(-c2ccccc2)o1,10
CN(C)c1ccc(-c2nnc(Cc3nnc(-c4ccc(N(C)C)cc4)o3)o2)cc1,9
NS(=O)(=O)c1ccc(N2N=C(c3ccc(F)cc3)CC2c2cn(-c3ccccc3)nc2-c2ccc(Br)cc2)cc1,9.33
Cc1ccc2oc(=O)cc(COc3cccc(OCc4cc(=O)oc5ccc(C)cc45)c3)c2c1,13
O=C(NC(CS)C(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)/C(=C\c1ccc(O)cc1)NC(=O)c1ccccc1,20.7
O=C(Nc1ncc(-c2ccccc2)[nH]1)c1[nH]ncc1-c1ccccc1,11
O=C(Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1)c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,10
N#Cc1c(-c2ccccc2O)cc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)nc1N,24
C(=N/c1nnc[nH]1)\c1ccco1,21
CSc1ccc(Cc2nnc3sc(-c4ccc([N+](=O)[O-])cc4)nn23)cc1,18
Fc1ccc(NCn2nc(C34CC5CC(CC(C5)C3)C4)n(-c3ccc(Cl)cc3)c2=S)cc1,10
CCOC(=O)c1sc(/N=C/c2cccs2)nc1C,13
C[C@H]1C(S[C@@H]2CN[C@H](C(=O)N(C)C)C2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,21
N#Cc1ccc(Nc2nc(N3CCN(c4ccccc4)CC3)nc(N3CCN(c4ccccc4)CC3)n2)cn1,10
N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,10
CSc1ccc(Cc2nn(CN3CCOCC3)c(=S)n2/N=C/c2ccc(F)cc2)cc1,12
N=C(N)c1ccc(-c2ccc(-c3cccs3)s2)cc1,8
N#Cc1cccc(Nc2nc3c(-c4cccc(F)c4)nc4ccccc4c3o2)c1,14
CC1C=CN(/N=C/c2cccc3ccccc23)O1,20
Cc1c(C(N)=O)sc2nc(SCC(O)CN3CCCCC3)n(-c3ccccc3)c(=O)c12,12
COc1cccc(/C=C/C(=O)c2cc(C(=O)/C=C/c3cccc(OC)c3)c(O)cc2O)c1,10
CCN(CC)c1ccc(/C=N/c2ccc(-n3c(Cc4ccccc4Nc4c(Cl)cccc4Cl)nc4ccc(Br)cc4c3=O)cc2)c(O)c1,0
Cc1ccc(NS(=O)(=O)Cc2nnc(CS(=O)(=O)/C=C/S(=O)(=O)c3ccc(C)cc3)s2)cc1,16
CCCCN(C)CC(=O)Nn1c(S)nnc1-c1ccc(OC)cc1,12.2
O=C(Nc1nnc(SCc2ccccc2)s1)c1cc(-c2ccccc2)nc2ccccc12,15
Cc1nn(-c2ccccc2)c2nc3c(nc12)/C(=N/N=C1/NC(=O)CS1)c1ccccc1-3,8
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(/N=C/c5ccccc5)cc4)nc(N(C)C)n3)ccc12,12
COc1cc2nc(Sc3ncccc3C(=O)O)n(-c3ccccc3)c(=O)c2cc1OC,8
COc1ccc(/C=C/C(=O)c2ccc(C)cc2)cc1OC,0
N#Cc1sc2c(c1N)c1c(c3nncn32)CCCC1,0
CN(C)c1ccc(/C=C(\C#N)C(=O)Nc2scc(-c3ccccc3)c2C#N)cc1,4
O=C1NC(=S)CS1,7
S=c1n(CNc2ccccc2Cl)nc(C23CC4CC(CC(C4)C2)C3)n1-c1ccc(Cl)cc1,10
Cc1cnc(N2C(=O)CSC2c2cc3ccccc3nc2S)s1,23
